T14,Gross domestic product and gross domestic product per capita,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
784,United Arab Emirates,2019,GDP in current prices (millions of US dollars),417216.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
784,United Arab Emirates,2020,GDP in current prices (millions of US dollars),358869.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
784,United Arab Emirates,1995,GDP per capita (US dollars),27578.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
784,United Arab Emirates,2005,GDP per capita (US dollars),39880.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
784,United Arab Emirates,2010,GDP per capita (US dollars),33893.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
784,United Arab Emirates,2015,GDP per capita (US dollars),38663.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
784,United Arab Emirates,2018,GDP per capita (US dollars),43839.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
784,United Arab Emirates,2019,GDP per capita (US dollars),42701.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
784,United Arab Emirates,2020,GDP per capita (US dollars),36285.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
784,United Arab Emirates,1995,GDP in constant 2010 prices (millions of US dollars),138960.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
784,United Arab Emirates,2005,GDP in constant 2010 prices (millions of US dollars),246972.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
784,United Arab Emirates,2010,GDP in constant 2010 prices (millions of US dollars),278173.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
784,United Arab Emirates,2015,GDP in constant 2010 prices (millions of US dollars),358135.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
784,United Arab Emirates,2018,GDP in constant 2010 prices (millions of US dollars),382069.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
784,United Arab Emirates,2019,GDP in constant 2010 prices (millions of US dollars),395104.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
784,United Arab Emirates,2020,GDP in constant 2010 prices (millions of US dollars),370866.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
784,United Arab Emirates,1995,GDP real rates of growth (percent),8.20,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
784,United Arab Emirates,2005,GDP real rates of growth (percent),4.90,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
784,United Arab Emirates,2010,GDP real rates of growth (percent),1.60,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
784,United Arab Emirates,2015,GDP real rates of growth (percent),5.10,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
784,United Arab Emirates,2018,GDP real rates of growth (percent),1.20,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
784,United Arab Emirates,2019,GDP real rates of growth (percent),3.40,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
784,United Arab Emirates,2020,GDP real rates of growth (percent),-6.10,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
826,United Kingdom,1995,GDP in current prices (millions of US dollars),1346490.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
826,United Kingdom,2005,GDP in current prices (millions of US dollars),2544837.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
826,United Kingdom,2010,GDP in current prices (millions of US dollars),2491110.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
826,United Kingdom,2015,GDP in current prices (millions of US dollars),2956574.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
826,United Kingdom,2018,GDP in current prices (millions of US dollars),2900791.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
826,United Kingdom,2019,GDP in current prices (millions of US dollars),2878674.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
826,United Kingdom,2020,GDP in current prices (millions of US dollars),2764198.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
826,United Kingdom,1995,GDP per capita (US dollars),23242.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
826,United Kingdom,2005,GDP per capita (US dollars),42211.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
826,United Kingdom,2010,GDP per capita (US dollars),39255.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
826,United Kingdom,2015,GDP per capita (US dollars),44892.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
826,United Kingdom,2018,GDP per capita (US dollars),43204.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
826,United Kingdom,2019,GDP per capita (US dollars),42628.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
826,United Kingdom,2020,GDP per capita (US dollars),40718.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
826,United Kingdom,1995,GDP in constant 2010 prices (millions of US dollars),1952055.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
826,United Kingdom,2005,GDP in constant 2010 prices (millions of US dollars),2605542.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
826,United Kingdom,2010,GDP in constant 2010 prices (millions of US dollars),2666813.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
826,United Kingdom,2015,GDP in constant 2010 prices (millions of US dollars),2956574.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
826,United Kingdom,2018,GDP in constant 2010 prices (millions of US dollars),3139011.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
826,United Kingdom,2019,GDP in constant 2010 prices (millions of US dollars),3191493.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
