Code,Region,Year,Gross Value added by kind of economic activity,Value,Footnotes,Source
226,Equatorial Guinea,1995,"Agriculture, hunting, forestry and fishing (% of gross value added)",12.50,Data classified according to ISIC Rev. 4.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
226,Equatorial Guinea,2005,"Agriculture, hunting, forestry and fishing (% of gross value added)",1.50,Data classified according to ISIC Rev. 4.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
226,Equatorial Guinea,2010,"Agriculture, hunting, forestry and fishing (% of gross value added)",1.10,Data classified according to ISIC Rev. 4.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
226,Equatorial Guinea,2015,"Agriculture, hunting, forestry and fishing (% of gross value added)",1.90,Data classified according to ISIC Rev. 4.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
226,Equatorial Guinea,2018,"Agriculture, hunting, forestry and fishing (% of gross value added)",2.30,Data classified according to ISIC Rev. 4.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
226,Equatorial Guinea,2019,"Agriculture, hunting, forestry and fishing (% of gross value added)",2.40,Data classified according to ISIC Rev. 4.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
226,Equatorial Guinea,2020,"Agriculture, hunting, forestry and fishing (% of gross value added)",3.00,Data classified according to ISIC Rev. 4.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
226,Equatorial Guinea,1995,Industry (% of gross value added),35.80,Data classified according to ISIC Rev. 4.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
226,Equatorial Guinea,2005,Industry (% of gross value added),81.30,Data classified according to ISIC Rev. 4.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
226,Equatorial Guinea,2010,Industry (% of gross value added),74.30,Data classified according to ISIC Rev. 4.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
226,Equatorial Guinea,2015,Industry (% of gross value added),59.00,Data classified according to ISIC Rev. 4.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
226,Equatorial Guinea,2018,Industry (% of gross value added),57.30,Data classified according to ISIC Rev. 4.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
226,Equatorial Guinea,2019,Industry (% of gross value added),53.10,Data classified according to ISIC Rev. 4.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
226,Equatorial Guinea,2020,Industry (% of gross value added),45.30,Data classified according to ISIC Rev. 4.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
226,Equatorial Guinea,1995,Services (% of gross value added),51.60,Data classified according to ISIC Rev. 4.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
226,Equatorial Guinea,2005,Services (% of gross value added),17.20,Data classified according to ISIC Rev. 4.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
226,Equatorial Guinea,2010,Services (% of gross value added),24.60,Data classified according to ISIC Rev. 4.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
226,Equatorial Guinea,2015,Services (% of gross value added),39.10,Data classified according to ISIC Rev. 4.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
226,Equatorial Guinea,2018,Services (% of gross value added),40.50,Data classified according to ISIC Rev. 4.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
226,Equatorial Guinea,2019,Services (% of gross value added),44.40,Data classified according to ISIC Rev. 4.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
226,Equatorial Guinea,2020,Services (% of gross value added),51.80,Data classified according to ISIC Rev. 4.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
232,Eritrea,1995,"Agriculture, hunting, forestry and fishing (% of gross value added)",20.90,Data classified according to ISIC Rev. 4.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
232,Eritrea,2005,"Agriculture, hunting, forestry and fishing (% of gross value added)",24.20,Data classified according to ISIC Rev. 4.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
232,Eritrea,2010,"Agriculture, hunting, forestry and fishing (% of gross value added)",19.10,Data classified according to ISIC Rev. 4.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
232,Eritrea,2015,"Agriculture, hunting, forestry and fishing (% of gross value added)",17.20,Data classified according to ISIC Rev. 4.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
232,Eritrea,2018,"Agriculture, hunting, forestry and fishing (% of gross value added)",17.30,Data classified according to ISIC Rev. 4.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
232,Eritrea,2019,"Agriculture, hunting, forestry and fishing (% of gross value added)",17.30,Data classified according to ISIC Rev. 4.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
232,Eritrea,2020,"Agriculture, hunting, forestry and fishing (% of gross value added)",17.30,Data classified according to ISIC Rev. 4.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
232,Eritrea,1995,Industry (% of gross value added),16.80,Data classified according to ISIC Rev. 4.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
232,Eritrea,2005,Industry (% of gross value added),21.90,Data classified according to ISIC Rev. 4.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
232,Eritrea,2010,Industry (% of gross value added),30.90,Data classified according to ISIC Rev. 4.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
232,Eritrea,2015,Industry (% of gross value added),31.20,Data classified according to ISIC Rev. 4.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
232,Eritrea,2018,Industry (% of gross value added),31.30,Data classified according to ISIC Rev. 4.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
232,Eritrea,2019,Industry (% of gross value added),31.30,Data classified according to ISIC Rev. 4.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
